0.0,0.02421602370941946,0.0018661144028726381
1.0,0.035616459921870146,0.011175661475871658
2.0,0.06255340543491762,0.03814105597338317
3.0,0.1309518027091984,0.12157131762788337
4.0,0.2586871309300582,0.2151222833944215
5.0,0.44646238088696777,0.33662175899913205
6.0,0.6776734496709467,0.39861236826957847
7.0,1.0187048559544718,0.47049268357706203
8.0,1.4322134854109552,0.5348965845543251
9.0,1.731743540543758,0.5611761263257665
10.0,2.0406020300241994,0.5667667842702762
11.0,2.289243545501996,0.5106520877981163
12.0,2.5335690597157177,0.469902868592756
13.0,2.71159862720185,0.3973451564294755
14.0,2.8778384178961938,0.3395995055655779
15.0,3.010930990524492,0.2833562263613981
16.0,3.1075931178991874,0.25257263549620945
17.0,3.2032788285783376,0.22044344979835115
18.0,3.261250930115647,0.20119460761380434
19.0,3.313204912972115,0.1778632299551653
20.0,3.364265376050372,0.15424874205724265
21.0,3.401897945221866,0.15319896726811416
22.0,3.412911801398632,0.14389392519800442
23.0,3.4383464868380598,0.14396811488348807
24.0,3.493491500043553,0.12800523819607057
25.0,3.504203663367869,0.13639683101777458
